"Date","Price","Open","High","Low","Vol.","Change %"
"03/19/2021","41,855","41,715","42,075","41,645","7.36M","-1.05%"
"03/18/2021","42,300","42,320","42,715","42,300","7.11M","0.73%"
"03/17/2021","41,995","42,340","42,355","41,730","6.16M","-0.79%"
"03/16/2021","42,330","42,180","42,435","42,090","4.02M","0.83%"
"03/15/2021","41,980","42,230","42,315","41,935","6.66M","-0.49%"
"03/14/2021","42,185","42,185","42,185","42,185","","0.00%"
"03/12/2021","42,185","42,255","42,415","42,015","4.80M","0.88%"
"03/11/2021","41,815","41,145","41,935","41,130","5.59M","2.04%"
"03/10/2021","40,980","41,760","41,760","40,875","7.05M","-0.57%"
"03/09/2021","41,215","41,485","41,540","40,565","10.74M","-0.63%"
"03/08/2021","41,475","42,250","42,250","41,390","6.42M","-0.94%"
"03/07/2021","41,870","41,870","41,870","41,870","","0.00%"
"03/05/2021","41,870","41,470","42,005","41,235","7.80M","-0.53%"
"03/04/2021","42,095","42,095","42,435","41,790","5.43M","-1.28%"
"03/03/2021","42,640","42,070","42,650","41,925","4.49M","1.11%"
"03/02/2021","42,170","42,705","42,920","41,835","6.65M","1.11%"
"02/26/2021","41,705","41,960","41,995","41,325","8.44M","-2.76%"
"02/25/2021","42,890","42,010","42,920","41,960","7.32M","3.64%"
"02/24/2021","41,385","42,250","42,680","41,350","9.32M","-2.13%"
"02/23/2021","42,285","42,050","42,615","41,730","6.50M","-0.11%"
"02/22/2021","42,330","43,055","43,260","42,290","6.96M","-1.05%"
"02/21/2021","42,780","42,780","42,780","42,780","","0.00%"
"02/19/2021","42,780","42,440","42,805","41,720","8.69M","0.87%"
"02/18/2021","42,410","42,950","43,125","42,385","7.37M","-1.43%"
"02/17/2021","43,025","43,255","43,270","42,735","15.79M","-1.08%"
"02/16/2021","43,495","43,475","43,870","43,280","6.80M","0.44%"
"02/15/2021","43,305","43,305","43,510","43,145","5.15M","1.46%"
"02/10/2021","42,680","42,525","42,795","42,095","5.07M","0.70%"
"02/09/2021","42,385","42,835","43,145","42,385","7.00M","-0.34%"
"02/08/2021","42,530","42,905","43,090","42,475","5.63M","-0.98%"
"02/07/2021","42,950","42,950","42,950","42,950","","0.00%"
"02/05/2021","42,950","42,660","43,030","42,385","11.71M","1.27%"
"02/04/2021","42,410","43,030","43,030","42,125","17.20M","-1.67%"
"02/03/2021","43,130","43,125","43,405","42,580","8.52M","0.83%"
"02/02/2021","42,775","42,600","43,400","42,330","10.18M","1.48%"
"02/01/2021","42,150","41,000","42,170","40,705","9.25M","2.49%"
"01/31/2021","41,125","41,125","41,125","41,125","","0.00%"
"01/29/2021","41,125","42,555","42,620","40,910","12.09M","-2.25%"
"01/28/2021","42,070","42,155","42,645","41,830","9.69M","-1.96%"
"01/27/2021","42,910","43,370","43,805","42,775","8.65M","-0.34%"
"01/26/2021","43,055","44,160","44,195","42,855","10.47M","-2.72%"
"01/25/2021","44,260","43,405","44,320","43,265","5.23M","2.39%"
"01/24/2021","43,225","43,225","43,225","43,225","","0.00%"
"01/22/2021","43,225","43,675","43,930","43,225","7.87M","-0.70%"
"01/21/2021","43,530","43,300","43,590","43,010","7.50M","1.47%"
"01/20/2021","42,900","43,410","43,495","42,445","8.82M","0.57%"
"01/19/2021","42,655","41,785","42,950","41,590","8.16M","2.63%"
"01/18/2021","41,560","42,095","42,495","41,455","10.51M","-2.33%"
"01/17/2021","42,550","42,550","42,550","42,550","","0.00%"
"01/15/2021","42,550","43,735","44,185","42,535","10.72M","-2.20%"
"01/14/2021","43,505","43,340","43,830","43,240","7.62M","-0.13%"
"01/13/2021","43,560","43,360","43,895","43,015","10.44M","0.57%"
"01/12/2021","43,315","43,430","43,725","42,125","23.04M","-0.78%"
"01/11/2021","43,655","44,000","45,370","42,930","21.47M","0.25%"
"01/10/2021","43,545","43,545","43,545","43,545","","0.00%"
"01/08/2021","43,545","42,245","43,785","42,115","11.50M","4.42%"
"01/07/2021","41,700","41,210","42,040","41,190","7.37M","2.33%"
"01/06/2021","40,750","41,270","41,680","40,595","12.96M","-0.97%"
"01/05/2021","41,150","40,325","41,150","40,200","7.67M","1.50%"
"01/04/2021","40,540","39,585","40,615","39,405","11.26M","2.63%"
"12/30/2020","39,500","38,520","39,590","38,440","11.46M","2.11%"
"12/29/2020","38,685","38,395","38,720","37,940","14.78M","1.70%"
"12/28/2020","38,040","38,090","38,370","37,890","9.81M","0.50%"
"12/27/2020","37,850","37,850","37,850","37,850","","0.00%"
"12/24/2020","37,850","37,180","37,985","37,180","8.71M","1.99%"
"12/23/2020","37,110","36,780","37,160","36,465","9.00M","1.42%"
"12/22/2020","36,590","37,055","37,145","36,590","7.72M","-1.63%"
"12/21/2020","37,195","37,205","37,225","36,740","9.44M","0.12%"
"12/20/2020","37,150","37,150","37,150","37,150","","0.00%"
"12/18/2020","37,150","37,290","37,315","37,055","5.64M","-0.13%"
"12/17/2020","37,200","37,260","37,270","36,815","6.69M","-0.09%"
"12/16/2020","37,235","37,370","37,465","37,130","5.79M","0.42%"
"12/15/2020","37,080","37,100","37,150","36,710","11.82M","0.00%"
"12/14/2020","37,080","37,250","37,430","37,035","9.83M","-0.39%"
"12/13/2020","37,225","37,225","37,225","37,225","","0.00%"
"12/11/2020","37,225","37,145","37,400","37,120","9.71M","0.87%"
"12/10/2020","36,905","36,780","37,240","36,575","9.62M","-0.79%"
"12/09/2020","37,200","36,580","37,200","36,535","12.67M","2.31%"
"12/08/2020","36,360","36,915","36,935","36,360","12.67M","-1.60%"
"12/07/2020","36,950","37,060","37,115","36,510","17.24M","0.54%"
"12/06/2020","36,750","36,750","36,750","36,750","","0.00%"
"12/04/2020","36,750","36,245","36,965","36,235","9.77M","1.79%"
"12/03/2020","36,105","35,970","36,145","35,825","10.58M","0.71%"
"12/02/2020","35,850","35,405","35,900","35,360","6.35M","1.75%"
"12/01/2020","35,235","34,900","35,335","34,890","5.41M","1.59%"
"11/30/2020","34,685","35,330","35,470","34,685","12.90M","-1.52%"
"11/29/2020","35,220","35,220","35,220","35,220","","0.00%"
"11/27/2020","35,220","35,140","35,270","35,025","7.08M","0.23%"
"11/26/2020","35,140","34,780","35,140","34,690","6.87M","0.99%"
"11/25/2020","34,795","35,225","35,340","34,615","9.20M","-0.59%"
"11/24/2020","35,000","34,935","35,210","34,820","8.70M","0.55%"
"11/23/2020","34,810","34,150","34,850","34,055","7.55M","2.29%"
"11/22/2020","34,030","34,030","34,030","34,030","","0.00%"
"11/20/2020","34,030","33,925","34,140","33,845","6.32M","0.10%"
"11/19/2020","33,995","33,815","34,005","33,725","6.33M","0.13%"
"11/18/2020","33,950","34,000","34,145","33,875","6.09M","-0.10%"
"11/17/2020","33,985","34,080","34,205","33,895","8.46M","-0.03%"
"11/16/2020","33,995","33,505","34,085","33,420","7.69M","2.13%"
"11/13/2020","33,285","32,815","33,295","32,780","6.86M","1.05%"
"11/12/2020","32,940","33,085","33,135","32,840","9.63M","-0.48%"
"11/11/2020","33,100","32,695","33,155","32,665","8.79M","1.61%"
"11/10/2020","32,575","32,735","32,735","32,350","9.89M","-0.02%"
"11/09/2020","32,580","32,485","32,825","32,465","8.03M","1.26%"
"11/06/2020","32,175","32,220","32,420","32,085","8.52M","0.25%"
"11/05/2020","32,095","31,600","32,120","31,535","6.67M","2.20%"
"11/04/2020","31,405","31,420","31,580","31,155","12.01M","0.62%"
"11/03/2020","31,210","30,725","31,245","30,720","4.52M","1.99%"
"11/02/2020","30,600","30,210","30,630","30,180","6.18M","1.53%"
"11/01/2020","30,140","30,140","30,140","30,140","","0.00%"
"10/30/2020","30,140","30,860","30,875","30,140","13.72M","-2.71%"
"10/29/2020","30,980","30,915","31,010","30,635","7.37M","-1.20%"
"10/28/2020","31,355","31,075","31,360","30,980","4.94M","0.53%"
"10/27/2020","31,190","31,235","31,425","31,120","5.44M","-0.86%"
"10/26/2020","31,460","31,615","31,725","31,430","6.50M","-0.19%"
"10/25/2020","31,520","31,520","31,520","31,520","","0.00%"
"10/23/2020","31,520","31,535","31,625","31,280","4.93M","0.37%"
"10/22/2020","31,405","31,445","31,460","31,220","5.07M","-0.68%"
"10/21/2020","31,620","31,575","31,710","31,470","6.81M","0.32%"
"10/20/2020","31,520","31,165","31,520","31,050","7.30M","0.70%"
"10/19/2020","31,300","31,330","31,550","31,280","6.58M","0.22%"
"10/16/2020","31,230","31,490","31,560","31,020","6.42M","-0.59%"
"10/15/2020","31,415","31,595","31,625","31,275","5.25M","-0.74%"
"10/14/2020","31,650","32,000","32,020","31,590","6.82M","-0.99%"
"10/13/2020","31,965","32,130","32,170","31,725","7.94M","0.08%"
"10/12/2020","31,940","32,015","32,055","31,845","6.25M","0.41%"
"10/11/2020","31,810","31,810","31,810","31,810","","0.00%"
"10/08/2020","31,810","32,020","32,080","31,710","5.81M","0.03%"
"10/07/2020","31,800","31,300","31,815","31,255","4.84M","0.97%"
"10/06/2020","31,495","31,550","31,710","31,395","6.00M","0.22%"
"10/05/2020","31,425","31,070","31,540","31,015","8.15M","1.09%"
"10/04/2020","31,085","31,085","31,085","31,085","","0.00%"
"09/29/2020","31,085","31,105","31,195","30,940","9.89M","0.94%"
"09/28/2020","30,795","30,645","30,870","30,525","4.16M","1.47%"
"09/25/2020","30,350","30,425","30,490","30,205","8.26M","0.45%"
"09/24/2020","30,215","30,535","30,645","30,200","18.31M","-2.31%"
"09/23/2020","30,930","31,005","31,085","30,325","16.35M","0.37%"
"09/22/2020","30,815","31,495","31,560","30,680","14.94M","-2.33%"
"09/21/2020","31,550","31,780","32,060","31,465","6.27M","-0.85%"
"09/20/2020","31,820","31,820","31,820","31,820","","0.00%"
"09/18/2020","31,820","31,850","31,915","31,625","6.62M","0.33%"
"09/17/2020","31,715","32,120","32,155","31,655","9.85M","-1.48%"
"09/16/2020","32,190","32,255","32,380","32,130","7.84M","-0.28%"
"09/15/2020","32,280","32,135","32,310","32,005","8.06M","0.78%"
"09/14/2020","32,030","31,885","32,080","31,815","5.44M","1.34%"
"09/13/2020","31,605","31,605","31,605","31,605","","0.00%"
"09/11/2020","31,605","31,475","31,635","31,285","7.40M","-0.06%"
"09/10/2020","31,625","31,625","31,760","31,530","6.85M","0.96%"
"09/09/2020","31,325","31,335","31,555","31,270","5.17M","-1.23%"
"09/08/2020","31,715","31,580","31,715","31,450","5.92M","1.28%"
"09/07/2020","31,315","31,175","31,410","31,055","4.56M","0.45%"
"09/04/2020","31,175","30,810","31,225","30,790","4.79M","-1.39%"
"09/03/2020","31,615","31,440","31,730","31,420","5.52M","1.51%"
"09/02/2020","31,145","31,195","31,290","30,840","5.28M","0.52%"
"09/01/2020","30,985","30,805","31,100","30,750","4.54M","0.78%"
"08/31/2020","30,745","31,480","31,615","30,745","6.35M","-1.62%"
"08/28/2020","31,250","31,305","31,600","31,075","5.05M","0.53%"
"08/27/2020","31,085","31,435","31,485","31,085","5.04M","-0.89%"
"08/26/2020","31,365","31,330","31,490","30,965","5.36M","0.02%"
"08/25/2020","31,360","31,180","31,415","31,040","5.53M","1.31%"
"08/24/2020","30,955","30,690","31,010","30,360","5.17M","1.11%"
"08/23/2020","30,615","30,615","30,615","30,615","","0.00%"
"08/21/2020","30,615","30,510","30,980","30,305","5.61M","1.51%"
"08/20/2020","30,160","31,110","31,255","30,115","7.31M","-3.86%"
"08/19/2020","31,370","31,480","31,690","31,330","5.12M","0.35%"
"08/18/2020","31,260","32,035","32,170","31,165","5.48M","-2.07%"
"08/17/2020","31,920","31,920","31,920","31,920","","0.00%"
"08/14/2020","31,920","32,215","32,255","31,635","6.99M","-1.05%"
"08/13/2020","32,260","32,605","32,625","31,925","7.30M","-0.05%"
"08/12/2020","32,275","31,985","32,275","31,735","6.39M","0.55%"
"08/11/2020","32,100","31,775","32,275","31,715","7.72M","1.26%"
"08/10/2020","31,700","31,180","31,760","31,145","7.56M","1.49%"
"08/09/2020","31,235","31,235","31,235","31,235","","0.00%"
"08/07/2020","31,235","31,200","31,395","30,965","6.37M","0.42%"
"08/06/2020","31,105","30,720","31,280","30,720","6.41M","1.58%"
"08/05/2020","30,620","30,375","30,625","30,270","4.86M","1.09%"
"08/04/2020","30,290","30,110","30,405","30,105","4.12M","1.20%"
"08/03/2020","29,930","29,935","30,015","29,740","3.75M","0.00%"
"08/02/2020","29,930","29,930","29,930","29,930","","0.00%"
"07/31/2020","29,930","30,295","30,415","29,880","4.59M","-0.80%"
"07/30/2020","30,170","30,250","30,400","30,160","3.65M","-0.05%"
"07/29/2020","30,185","30,030","30,380","30,005","5.71M","0.52%"
"07/28/2020","30,030","29,625","30,190","29,625","6.08M","2.09%"
"07/27/2020","29,415","29,085","29,580","29,070","3.80M","0.96%"
"07/26/2020","29,135","29,135","29,135","29,135","","0.00%"
"07/24/2020","29,135","29,050","29,320","29,005","2.68M","-0.55%"
"07/23/2020","29,295","29,480","29,480","29,095","4.97M","-0.59%"
"07/22/2020","29,470","29,570","29,685","29,420","4.88M","-0.37%"
"07/21/2020","29,580","29,420","29,695","29,390","4.86M","1.46%"
"07/20/2020","29,155","29,310","29,355","28,965","3.21M","-0.24%"
"07/19/2020","29,225","29,225","29,225","29,225","","0.00%"
"07/17/2020","29,225","29,045","29,270","29,040","3.89M","0.76%"
"07/16/2020","29,005","29,325","29,340","28,920","4.56M","-1.09%"
"07/15/2020","29,325","29,350","29,535","29,175","4.94M","1.00%"
"07/14/2020","29,035","28,875","29,035","28,755","3.59M","-0.15%"
"07/13/2020","29,080","28,830","29,105","28,725","3.13M","1.91%"
"07/10/2020","28,535","28,870","28,890","28,405","4.59M","-0.97%"
"07/09/2020","28,815","28,825","29,030","28,785","4.89M","0.47%"
"07/08/2020","28,680","28,765","28,895","28,600","4.85M","-0.30%"
"07/07/2020","28,765","29,280","29,365","28,745","5.36M","-1.20%"
"07/06/2020","29,115","28,735","29,180","28,690","5.38M","1.53%"
"07/05/2020","28,675","28,675","28,675","28,675","","0.00%"
"07/03/2020","28,675","28,550","28,690","28,400","3.07M","0.83%"
"07/02/2020","28,440","28,165","28,440","28,145","2.92M","1.26%"
"07/01/2020","28,085","28,385","28,415","28,005","4.42M","0.05%"
"06/30/2020","28,070","28,230","28,430","28,070","6.17M","0.86%"
"06/29/2020","27,830","27,935","28,195","27,730","8.48M","-1.61%"
"06/28/2020","28,285","28,285","28,285","28,285","","0.00%"
"06/26/2020","28,285","28,165","28,425","28,005","12.52M","1.40%"
"06/25/2020","27,895","28,190","28,375","27,895","12.68M","-2.52%"
"06/24/2020","28,615","28,290","28,780","28,280","6.33M","1.63%"
"06/23/2020","28,155","28,310","28,550","27,880","10.27M","0.27%"
"06/22/2020","28,080","28,025","28,325","27,985","4.98M","-0.71%"
"06/21/2020","28,280","28,280","28,280","28,280","","0.00%"
"06/19/2020","28,280","28,450","28,480","27,805","8.63M","0.35%"
"06/18/2020","28,180","28,135","28,300","27,955","5.72M","-0.28%"
"06/17/2020","28,260","28,275","28,465","27,795","9.74M","-0.28%"
"06/16/2020","28,340","27,390","28,340","27,355","11.37M","6.14%"
"06/15/2020","26,700","27,800","28,025","26,700","16.31M","-5.03%"
"06/14/2020","28,115","28,115","28,115","28,115","","0.00%"
"06/12/2020","28,115","27,670","28,185","27,570","11.77M","-2.04%"
"06/11/2020","28,700","28,950","29,185","28,390","7.93M","-1.64%"
"06/10/2020","29,180","29,080","29,300","28,965","5.69M","0.31%"
"06/09/2020","29,090","29,290","29,485","28,785","6.79M","0.05%"
"06/08/2020","29,075","29,500","29,635","28,975","8.30M","-0.14%"
"06/07/2020","29,115","29,115","29,115","29,115","","0.00%"
"06/05/2020","29,115","28,565","29,145","28,480","8.45M","1.68%"
"06/04/2020","28,635","28,965","29,280","28,535","10.18M","0.12%"
"06/03/2020","28,600","27,830","28,775","27,830","9.23M","3.66%"
"06/02/2020","27,590","27,305","27,635","27,240","5.63M","1.04%"
"06/01/2020","27,305","26,840","27,305","26,840","5.65M","1.98%"
"05/31/2020","26,775","26,775","26,775","26,775","","0.00%"
"05/29/2020","26,775","26,650","26,950","26,520","6.20M","-0.19%"
"05/28/2020","26,825","26,940","27,110","26,510","8.59M","0.30%"
"05/27/2020","26,745","26,605","26,885","26,555","6.86M","0.06%"
"05/26/2020","26,730","26,295","26,730","26,280","7.19M","1.81%"
"05/25/2020","26,255","26,070","26,260","25,885","5.20M","1.25%"
"05/24/2020","25,930","25,930","25,930","25,930","","0.00%"
"05/22/2020","25,930","26,375","26,410","25,815","6.83M","-1.69%"
"05/21/2020","26,375","26,420","26,465","26,300","4.77M","0.44%"
"05/20/2020","26,260","26,095","26,335","26,075","4.17M","0.23%"
"05/19/2020","26,200","26,110","26,260","26,020","6.47M","2.58%"
"05/18/2020","25,540","25,505","25,620","25,285","5.15M","0.65%"
"05/17/2020","25,375","25,375","25,375","25,375","","0.00%"
"05/15/2020","25,375","25,525","25,525","25,190","5.12M","0.24%"
"05/14/2020","25,315","25,350","25,420","25,170","4.35M","-1.06%"
"05/13/2020","25,585","25,000","25,585","24,965","5.36M","1.15%"
"05/12/2020","25,295","25,505","25,530","25,075","6.34M","-0.71%"
"05/11/2020","25,475","25,720","25,885","25,440","4.13M","-0.72%"
"05/10/2020","25,660","25,660","25,660","25,660","","0.00%"
"05/08/2020","25,660","25,610","25,845","25,610","5.43M","0.86%"
"05/07/2020","25,440","25,405","25,625","25,315","5.37M","-0.24%"
"05/06/2020","25,500","25,500","25,500","25,125","6.95M","1.86%"
"05/05/2020","25,035","25,035","25,035","25,035","","0.00%"
"05/04/2020","25,035","25,320","25,385","25,000","8.16M","-3.04%"
"05/03/2020","25,820","25,820","25,820","25,820","","0.00%"
"04/29/2020","25,820","25,680","25,995","25,605","7.23M","0.66%"
"04/28/2020","25,650","25,590","25,740","25,335","6.00M","-1.04%"
"04/27/2020","25,920","25,505","26,020","25,465","6.06M","1.99%"
"04/26/2020","25,415","25,415","25,415","25,415","","0.00%"
"04/24/2020","25,415","25,650","25,705","25,300","5.66M","-1.49%"
"04/23/2020","25,800","25,710","25,950","25,555","12.78M","0.98%"
"04/22/2020","25,550","24,990","25,650","24,855","17.97M","0.87%"
"04/21/2020","25,330","25,490","25,595","24,910","17.16M","-1.11%"
"04/20/2020","25,615","25,890","25,980","25,545","7.16M","-1.20%"
"04/19/2020","25,925","25,925","25,925","25,925","","0.00%"
"04/17/2020","25,925","25,675","26,135","25,650","10.77M","3.04%"
"04/16/2020","25,160","24,895","25,205","24,750","7.82M","0.00%"
"04/15/2020","25,160","25,160","25,160","25,160","","0.00%"
"04/14/2020","25,160","24,940","25,295","24,855","11.60M","1.74%"
"04/13/2020","24,730","25,085","25,085","24,720","18.85M","-1.71%"
"04/12/2020","25,160","25,160","25,160","25,160","","0.00%"
"04/10/2020","25,160","24,900","25,195","24,820","10.58M","0.84%"
"04/09/2020","24,950","24,990","25,030","24,685","15.41M","1.59%"
"04/08/2020","24,560","24,795","25,115","24,560","10.07M","-1.46%"
"04/07/2020","24,925","24,910","25,190","24,495","11.47M","1.57%"
"04/06/2020","24,540","23,835","24,580","23,810","12.55M","3.98%"
"04/05/2020","23,600","23,600","23,600","23,600","","0.00%"
"04/03/2020","23,600","23,710","23,865","23,315","12.64M","-0.25%"
"04/02/2020","23,660","23,075","23,665","22,755","12.98M","3.07%"
"04/01/2020","22,955","23,870","24,145","22,955","16.35M","-4.69%"
"03/31/2020","24,085","23,815","24,140","23,640","11.78M","1.77%"
"03/30/2020","23,665","23,060","23,910","22,915","13.60M","-0.59%"
"03/29/2020","23,805","23,805","23,805","23,805","","0.00%"
"03/27/2020","23,805","24,230","24,350","23,010","15.42M","2.41%"
"03/26/2020","23,245","23,695","24,050","22,885","14.35M","-1.94%"
"03/25/2020","23,705","23,090","23,760","22,780","31.12M","5.73%"
"03/24/2020","22,420","21,100","22,420","20,795","17.51M","9.29%"
"03/23/2020","20,515","20,230","21,020","20,190","21.98M","-5.87%"
"03/22/2020","21,795","21,795","21,795","21,795","","0.00%"
"03/20/2020","21,795","20,825","21,795","20,385","24.12M","7.68%"
"03/19/2020","20,240","22,335","22,490","19,945","51.92M","-7.33%"
"03/18/2020","21,840","23,120","23,295","21,840","21.32M","-5.50%"
"03/17/2020","23,110","22,775","23,815","22,595","39.54M","-2.24%"
"03/16/2020","23,640","24,700","24,970","23,570","23.59M","-3.63%"
"03/15/2020","24,530","24,530","24,530","24,530","","0.00%"
"03/13/2020","24,530","23,225","25,045","23,060","20.13M","-2.58%"
"03/12/2020","25,180","25,860","25,910","24,700","20.03M","-3.36%"
"03/11/2020","26,055","26,810","26,870","25,945","12.15M","-2.98%"
"03/10/2020","26,855","26,660","26,940","26,495","11.91M","0.56%"
"03/09/2020","26,705","27,000","27,120","26,525","9.08M","-4.21%"
"03/06/2020","27,880","28,075","28,190","27,745","6.05M","-2.00%"
"03/05/2020","28,450","28,370","28,580","28,125","4.66M","0.89%"
"03/04/2020","28,200","27,360","28,245","27,360","4.17M","2.27%"
"03/03/2020","27,575","28,065","28,130","27,440","6.67M","0.46%"
"03/02/2020","27,450","27,325","27,615","26,980","6.92M","0.96%"
"03/01/2020","27,190","27,190","27,190","27,190","","0.00%"
"02/28/2020","27,190","27,685","27,780","27,135","16.58M","-3.22%"
"02/27/2020","28,095","28,380","28,470","28,000","9.11M","-1.04%"
"02/26/2020","28,390","28,390","28,565","28,185","7.62M","-1.46%"
"02/25/2020","28,810","28,480","28,820","28,350","6.87M","1.11%"
"02/24/2020","28,495","29,110","29,110","28,475","10.89M","-3.77%"
"02/23/2020","29,610","29,610","29,610","29,610","","0.00%"
"02/21/2020","29,610","29,620","29,880","29,540","4.49M","-1.43%"
"02/20/2020","30,040","30,390","30,480","29,860","3.51M","-0.51%"
"02/19/2020","30,195","30,300","30,360","29,915","4.50M","0.18%"
"02/18/2020","30,140","30,400","30,470","30,095","3.54M","-1.58%"
"02/17/2020","30,625","30,600","30,760","30,470","2.38M","-0.08%"
"02/14/2020","30,650","30,410","30,770","30,265","3.45M","0.61%"
"02/13/2020","30,465","30,610","30,790","30,385","5.64M","-0.25%"
"02/12/2020","30,540","30,255","30,590","30,170","4.14M","0.83%"
"02/11/2020","30,290","30,095","30,480","30,095","3.59M","0.97%"
"02/10/2020","30,000","29,815","30,030","29,690","3.07M","-0.53%"
"02/07/2020","30,160","30,350","30,350","29,970","2.88M","-0.84%"
"02/06/2020","30,415","29,855","30,465","29,810","5.43M","2.98%"
"02/05/2020","29,535","29,690","29,765","29,380","5.93M","0.49%"
"02/04/2020","29,390","28,900","29,475","28,875","6.79M","1.71%"
"02/03/2020","28,895","28,540","28,995","28,400","6.32M","0.10%"
"02/02/2020","28,865","28,865","28,865","28,865","","0.00%"
"01/31/2020","28,865","29,370","29,485","28,865","3.34M","-1.06%"
"01/30/2020","29,175","29,695","29,765","29,095","5.56M","-2.05%"
"01/29/2020","29,785","29,815","29,940","29,635","2.79M","0.34%"
"01/28/2020","29,685","29,900","30,055","29,535","8.06M","-3.04%"
"01/23/2020","30,615","30,820","30,860","30,590","3.19M","-1.31%"
"01/22/2020","31,020","30,550","31,050","30,535","3.64M","1.32%"
"01/21/2020","30,615","30,935","30,995","30,580","2.86M","-1.11%"
"01/20/2020","30,960","30,865","31,135","30,850","3.65M","0.75%"
"01/17/2020","30,730","30,815","30,995","30,665","4.17M","0.23%"
"01/16/2020","30,660","30,350","30,670","30,315","3.86M","1.02%"
"01/15/2020","30,350","30,460","30,500","30,300","3.36M","-0.59%"
"01/14/2020","30,530","30,545","30,740","30,505","4.67M","0.48%"
"01/13/2020","30,385","30,075","30,405","30,055","3.58M","1.03%"
"01/10/2020","30,075","29,830","30,100","29,825","3.37M","0.82%"
"01/09/2020","29,830","29,745","29,830","29,635","2.15M","1.67%"
"01/08/2020","29,340","29,305","29,500","29,150","4.29M","-0.64%"
"01/07/2020","29,530","29,430","29,645","29,360","2.68M","1.01%"
"01/06/2020","29,235","29,255","29,340","29,175","3.48M","-0.76%"
"01/03/2020","29,460","29,725","29,890","29,305","4.65M","-0.02%"
"01/02/2020","29,465","29,805","29,880","29,410","3.54M","-1.06%"